,sources_quote,label
7074,say photograph show u soldier sleeping ground washington dc mayor kicked local hotel,0
7075,many aware female governor michigan niece george soros,0
7076,20 police officer dead riot,0
7077,buffalo protester shoved police could antifa provocateur 75 year old martin gugino pushed away appearing scan police communication order black equipment aiming scanner could set,0
7078,man injury falling police officer shoved buffalo ny staged,0
7079,see time history country perfectly healthy people basically confined home able essential thing kansa city st louis,0
7080,photo show center global population reduction bill melinda gate foundation headquarters,0
7081,new york time editor admits biden sexual assault story censored behest biden campaign,0
7082,say donald trump elli island award patriotism tolerance brotherhood diversity alongside muhammad ali rosa park,0
7083,video show president donald trump saying cant breathe,0
7084,donald trump cancelled bill gate project known id2020,0
7085,voting mail hundred thousand ballot rejected defect million end missing landfill,0
7086,majority hunter want universal background check majority trump voter,0
7087,video show democratic presidential candidate speechless 20 second discussing whether started business,0
7088,say united nation plan implant everyone biometric id,0
7089,politician receive full pay retirement serving 1 term,0
7090,tara reade photo joe biden,0
7091,coronavirus isnt nearly deadly thought,0
7092,say joe biden written letter apology calling trump travel restriction china xenophobic,0
7093,u nih 2017 give 37m wuhan lab china grant prohibited 2014 pres obama grant exception,0
7094,homeless people immune covid19,0
7095,say president donald trump selling coronavirusthemed commemorative coin white house gift shop,0
7096,effort get american expert china announced coronavirus one person incountry trump pulled country,0
7097,weve got give american public rough estimate long think going take based mostly south korean model seems trajectory thankfully italian model,0
7098,show waitress saying lost job ill sleep better knowing coronavirus relief bill included funding kennedy center refugee resettlement pb congressional salary thanks democrat,0
7099,new study flu vaccine significantly associated increased risk coronavirus,0
7100,wrong covid19 case count orlando health explains outbreak florida,0
7101,kid le likely get covid19 know theyre le likely spread think there pretty good data help alleviate concern,0
7102,say study project wisconsin coronavirus case peak april 26 2020,0
7103,inherited broken test covid19,0
7104,say certain state banning sale alcohol,0
7105,say betsy devos said 002 kid likely die go back school,0
7106,say leader blackfoot nation tribe designed current washington redskin logo said made u proud indian bigtime team,0
7107,say fema giving essential worker 1000,0
7108,56 coronavirus death day enough collapse world economy even though thousand people die daily tuberculosis hepatitis b disease,0
7109,florida hospital report coronavirus infestation multiple confirmed patient,0
7110,poll find 38 american say drink corona beer virus,0
7111,mortality rate flu right around new coronavirus right around 2,0
7112,joe biden want end school choice,0
7113,say joe biden plan mandate netzero carbon emission home office new building 2030 basically mean window nothing,0
7114,homicide intraracial look whiteonwhite crime 84 right homicide white people kill white people,0
7115,country constitution built foundational separation church state,0
7116,say wisconsin republican pushed long line poll open one day,0
7117,joe bidens policy immigrant country illegally get welfare benefit united state citizen dont get theyre looking give illegal immigrant,0
7118,joe bidenbernie sander unity policy document show want abolish police department want abolish prison guess,0
7119,didnt say medical equipment governor requesting dont actually need,0
7120,say imposter hazmat suit going door door stockton calif saying checking resident fever covid19 enter home physically attempt robbery,0
7121,walmart amazon kroger target costco reported coronavirus case news,0
7122,say wisconsin measure prevented death least 300 wisconsinite perhaps many 1400 life,0
7123,existence canine coronavirus vaccine cast doubt statement isnt one human,0
7124,cdc recommends people covid19 symptom wear mask,0
7125,tenure mayor new york city street homelessness decreased 28 percent,0
7126,say california top income tax rate 133 people arent leaving,0
7127,democrat senator highfive voting favor lateterm abortion,0
7128,hair weave lace front manufactured china may contain coronavirus,0
7129,president trump announced biological lab wuhan covid19 virus created funded president barak sp hussein obama 2015 tune 3800000 american dollar,0
7130,say law new york city mayor bill de blasio cant open city school,0
7131,say wisconsin gov tony evers want force resident fund planned parenthood abortion business,0
7132,weve tested every country combined,0
7133,trump mcconnell blocking stimulus check american married immigrant,0
7134,budget hole bernie sander plan bigger size entire economy united state,0
7135,yet spending health outcome today medicaid mediocre many patient difficulty accessing care,0
7136,say take oath office koran committed treason,0
7137,violent crime rate increased two wisconsin city 2008 2017,0
7138,say photo show height difference donald trump mike bloomberg,0
7139,country second wave covid19 trying unseat president november,0
7140,first statute already hipaa preexisting condition covered,0
7141,photo show wayfair president operation bill hutcherson ghislaine maxwell,0
7142,wei food store longer sell anything american flag employee longer wear anything flag,0
7143,registered republican allowed vote,0
7144,say coronavirus slowed stopped immediate widespread use high dos vitamin c,0
7145,say white van external lock utilized sex trafficking,0
7146,say sen chuck schumer deleted feb 5 tweet criticizing president donald trump decision ban form travel china,0
7147,say ceo camping world told trump supporter frankly dont shop business,0
7148,bernie logic nobody live 7 hour must raise minimum wage 15 hour also must raise tax rate 52 15 hour 52 780 15 hour 780 720 720 hour,0
